category,city,name,region,subcategory,tags
Рестораны,Новокуйбышевск,Макдоналдс,Самарская область,,Фастфуд
Рестораны,Самара,Акэбоно,Самарская область,,
Рестораны,Тольятти,Лига Паб,Самарская область,,"Бар,Паб"
Рестораны,Самара,Бильярдный Клуб Шар,Самарская область,,
Рестораны,Самара,Subway,Самарская область,,Фастфуд
Рестораны,Самара,Сакура,Самарская область,,
Рестораны,Самара,Старый замок,Самарская область,,
Рестораны,Тольятти,Папа Пекарь,Самарская область,,Фастфуд
Рестораны,Самара,Сыт и весел,Самарская область,,
Рестораны,Тольятти,Мастер Пекарь,Самарская область,,
Рестораны,Тольятти,Планета вкуса,Самарская область,,
Рестораны,Тольятти,Зимняя вишня,Самарская область,,Фастфуд
Рестораны,Самара,777,Самарская область,,
Рестораны,Самара,Витязь,Самарская область,,
Рестораны,Тольятти,Мульти Джус Бар,Самарская область,,"Бар,Паб"
Рестораны,Самара,Sbarro,Самарская область,,Фастфуд
Рестораны,Самара,Пивная Крюгера,Самарская область,,Паб
Рестораны,Тольятти,Мушу,Самарская область,,Кафе
